37.570144,126.96963
37.572536,127.008603
37.573057,127.00869
37.575664,127.018135
37.571806,126.965553
37.571051,126.965933
37.57385,126.981121
37.57416,127.000968
37.57951,127.01033
37.58273,126.961464
37.584089,126.963892
37.590934,126.966281
37.588569,126.984083
37.588912,126.984874
37.589455,126.985669
37.588157,126.998249
37.61485,126.974435
37.612638,126.97036
37.605677,126.965062
37.584814,126.997106
37.585041,126.997118
37.580039,126.957808
37.579045,126.959267
37.591874,126.966738
37.576748,127.012985
37.579679,127.009615
37.572921,127.009132
37.579724,127.017626
37.579057,127.01546
37.574732,127.017703
37.591081,126.994025
37.579874,127.005858
37.581242,127.004588
37.589881,127.995646
37.581566,126.964933
37.58045,126.964848
37.580918,126.964765
37.580905,126.964573
37.579952,126.965694
37.581068,126.966577
37.580066,126.966943
37.583301,126.969177
37.583731,126.970192
37.579576,126.994899
37.581381,126.999859
37.568713,126.964463
37.5691,126.967622
37.600724,126.95804
37.600714,126.959671
37.603655,126.960582
37.573252,126.960249
37.574889,126.958328
37.577185,126.971857
37.573316,126.968556
37.571704,127.007377
37.574276,126.992152
37.571911,127.004707
37.574052,127.005265
37.575,127.005205
37.570316,127.006633
37.576725,127.008492
37.58841,126.995948
37.58982,126.997663
37.57214,127.01953
37.613921,126.953597
37.572224,126.990992
37.572286,126.990943
37.576551,126.965679
37.595577,126.964732
37.590962,126.96396
37.609613,126.963253
37.607636,126.961544
37.607083,126.962253
37.605996,126.956637
37.606276,126.970315
37.607078,126.964147
37.581889,126.98901
37.573053,126.985715
37.579057,126.968326
37.580234,127.010482
37.598561,126.970309
37.584969,126.966626
37.580695,126.97169
37.585504,126.970709
37.5874,126.96694
37.58664,126.968482
37.587551,126.96829
37.58617,126.969818
37.579389,126.969636
37.580677,126.96941
37.580456,126.968705
37.580224,126.969016
37.582212,126.967263
37.583654,126.967892
37.574399,126.96513
37.574335,126.965637
37.573618,126.963924
37.568989,126.976456
37.578812,126.969894
37.578288,126.970797
37.576514,126.970546
37.578604,126.973114
37.578806,126.972181
37.577162,126.96875
37.577837,126.967675
37.571548,126.974912
37.570508,126.976306
37.586361,126.999203
37.585635,126.983875
37.588246,126.98094
